INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie total de ejidos y comunidades Agrarias segun distribucion interna de la tierra ,,,,,,,,cuadro 1,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades,superficie_total_(ha),distribucion_interna_de_la_tierra_(ha)_superficie_parcelada,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_uso_comun,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_total,distribucion_interna_de_la_tierra_(ha)_superficie_no_parcelada_asentamiento_humano_reserva_de_crecimiento,otras_superficies_(ha),unidad_de_medida
Carichi,23,216058.0000,15346.5000,199220.5000,198328.5000,892.0000,0.0000,1491.0000,Hectarea
Casas Grandes,13,283410.0000,33603.0000,249335.0000,247244.7500,2090.2500,100.0000,472.0000,Hectarea
Coronado,6,32075.0000,3491.0000,28224.0000,27995.0000,229.0000,70.0000,360.0000,Hectarea
Coyame del Sotol,12,139682.4600,2145.0000,137471.4600,137397.4600,74.0000,3.0000,66.0000,Hectarea
La Cruz,5,34495.6000,3023.0000,31266.0000,30923.0000,343.0000,141.0000,206.6000,Hectarea
Cuauhtemoc,26,74896.2600,35589.1800,38423.7300,37138.3200,1285.4100,116.5800,883.3500,Hectarea
Cusihuiriachi,21,57339.0000,13733.5000,42617.0000,42200.0000,417.0000,119.5000,988.5000,Hectarea
Chihuahua,47,313682.4000,35700.7000,270725.2800,266012.1500,4713.1300,278.0000,7256.4200,Hectarea
Chinipas,16,119359.0000,6532.0000,112210.0000,111849.0000,361.0000,151.0000,617.0000,Hectarea
Delicias,4,11077.0000,1926.0000,8945.0000,8330.0000,615.0000,150.0000,206.0000,Hectarea
Dr. Belisario Dominguez,9,89732.0000,14605.0000,74416.0000,73373.0000,1043.0000,0.0000,711.0000,Hectarea
Galeana,4,138566.0000,15236.0000,122969.0000,122326.0000,643.0000,8.0000,361.0000,Hectarea
Santa Isabel,8,32540.6000,10938.8200,20980.0000,20526.7200,453.2800,0.0000,621.7800,Hectarea
Gomez Farias,7,55900.0000,21316.0000,34243.0000,33727.0000,516.0000,24.0000,341.0000,Hectarea
Gran Morelos,10,32307.0000,12918.8000,18321.5000,17566.5000,755.0000,4.0000,1066.7000,Hectarea
Guachochi,26,533217.0000,173140.6700,330957.8300,328306.1500,2651.6800,84.5800,29118.5000,Hectarea
Guadalupe,7,68956.5300,8491.8400,60293.2900,59910.3700,382.9200,0.0000,171.4000,Hectarea
Guadalupe y Calvo,45,846062.6700,82993.4100,756965.0000,754765.0000,2200.0000,373.0000,6104.2600,Hectarea
Guazapares,11,168944.0000,1990.0000,161549.0000,161073.0000,476.0000,30.0000,5405.0000,Hectarea
Guerrero,50,357997.7000,46304.0900,308864.1800,305954.9000,2909.2800,348.4000,2829.4300,Hectarea
Hidalgo del Parral,12,33075.6600,2506.0600,30409.7200,30261.5500,148.1700,24.5000,159.8800,Hectarea
Huejotitan,8,42917.0800,4352.1600,38487.4700,38322.5500,164.9200,0.0000,77.4500,Hectarea
Ignacio Zaragoza,4,138387.6300,23871.7300,112679.2000,112035.5600,643.6400,345.6700,1836.7000,Hectarea
Janos,14,249453.0000,35714.0000,210651.0000,209011.0000,1640.0000,248.5000,3088.0000,Hectarea
Jimenez,53,302998.9000,41989.9000,258095.0000,257003.0000,1092.0000,255.0000,2914.0000,Hectarea
Juarez,10,100450.4200,21077.5200,78706.0000,76208.5000,2497.5000,548.0000,666.9000,Hectarea
Julimes,6,78601.0000,2510.0000,75236.0000,74512.0000,724.0000,568.0000,855.0000,Hectarea
Lopez,12,72288.0000,21928.0000,50057.0000,49848.0000,209.0000,3.0000,303.0000,Hectarea
Madera,20,603806.8700,15875.7300,584382.1200,581775.9600,2606.1600,817.9000,3549.0200,Hectarea
Maguarichi,5,29903.0000,733.0000,29130.0000,29021.0000,109.0000,49.0000,40.0000,Hectarea
Manuel Benavides,14,203660.6700,3608.6400,199491.0000,198640.0000,851.0000,67.0000,561.0300,Hectarea
Matachi,5,24519.3600,3129.8200,21363.7500,21281.7500,82.0000,20.0000,25.7900,Hectarea
Matamoros,8,57027.0000,9519.0000,47127.0000,46741.0000,386.0000,114.0000,381.0000,Hectarea
Meoqui,4,12707.4700,6494.3400,6201.6300,6057.4300,144.2000,0.0000,11.5000,Hectarea
Morelos,17,110130.9900,188.0000,109657.6300,107563.6300,2094.0000,0.0000,285.3600,Hectarea
Moris,10,57860.0000,24255.0000,31298.0000,30978.0000,320.0000,31.0000,2307.0000,Hectarea
Namiquipa,12,256277.0000,96612.0000,147557.0000,146414.0000,1143.0000,169.0000,12108.0000,Hectarea
Nonoava,     C,77316.0000,18370.0000,58538.0000,58466.0000,72.0000,0.0000,408.0000,Hectarea
Nuevo Casas Grandes,     C,20555.0000,4875.0000,15645.0000,15419.0000,226.0000,70.0000,35.0000,Hectarea
Ocampo,17,153904.0000,1804.0000,150315.0000,149031.0000,1284.0000,192.0000,1785.0000,Hectarea
Ojinaga,33,327741.8200,15763.4300,311105.6500,308866.2300,2239.4200,0.0000,872.7400,Hectarea
Praxedis G. Guerrero,5,29590.1500,8215.6800,20894.5400,20722.0700,172.4700,0.0000,479.9300,Hectarea
Riva Palacio,9,26527.2100,9379.9300,16680.6300,16317.5900,363.0400,97.8400,466.6500,Hectarea
Rosales,11,63412.7400,20916.2500,39577.1600,38951.9500,625.2100,226.3200,2919.3300,Hectarea
Rosario,7,61722.9500,7099.7300,54190.1300,54044.0700,146.0600,0.0000,433.0900,Hectarea
San Francisco de Borja,9,34477.6600,7432.6600,26619.0000,26232.0000,387.0000,0.0000,426.0000,Hectarea
San Francisco de Conchos,7,53395.1200,11323.8700,40969.0000,40417.0000,552.0000,120.0000,1102.2500,Hectarea
San Francisco del Oro,4,26095.0000,2593.0000,23462.0000,23388.0000,74.0000,28.0000,40.0000,Hectarea
Santa Barbara,9,17736.0000,3905.0000,13752.0000,13557.0000,195.0000,22.0000,79.0000,Hectarea
Satevo,20,112954.4000,14136.5400,98224.8600,97636.1300,588.7300,45.0000,593.0000,Hectarea
Saucillo,13,60677.9000,9057.4000,51315.9000,50480.0000,835.9000,53.0000,304.6000,Hectarea
Temosachi,13,231209.5000,8766.0000,221667.5000,221123.5000,544.0000,97.0000,776.0000,Hectarea
El Tule,4,25823.0000,5230.0000,20173.0000,19844.0000,329.0000,95.0000,420.0000,Hectarea
Urique,29,271521.0000,2002.0000,266192.0000,265396.0000,796.0000,201.0000,3327.0000,Hectarea
Uruachi,19,138093.0000,8360.0000,127266.0000,126327.0000,939.0000,56.0000,2467.0000,Hectarea
Valle de Zaragoza,15,103487.9300,15499.2900,86834.4700,85965.1000,869.3700,156.0000,1154.1700,Hectarea
Distrito Federal,37,56768.6000,10118.6800,45898.1200,44155.0000,1743.1200,60.6500,751.8000,Hectarea
Cuajimalpa de Morelos,     C,2285.0000,0.0000,2273.0000,2106.0000,167.0000,0.0000,12.0000,Hectarea
La Magdalena Contreras,3,5498.0000,495.0000,4907.0000,4679.0000,228.0000,0.0000,96.0000,Hectarea
Milpa Alta,8,21102.0000,3979.0000,17089.5000,17034.5000,55.0000,0.0000,33.5000,Hectarea
alvaro Obregon,     C,773.0000,0.0000,671.0000,671.0000,0.0000,0.0000,102.0000,Hectarea
Tlahuac,7,2602.0000,1891.0000,623.1500,404.0000,219.1500,10.1500,87.8500,Hectarea
Tlalpan,10,23270.2500,2941.3300,19919.9700,18846.5000,1073.4700,50.5000,408.9500,Hectarea
Xochimilco,4,1238.3500,812.3500,414.5000,414.0000,0.5000,0.0000,11.5000,Hectarea
Durango,1124,8232289.6300,825860.9800,7341272.8800,7292613.0500,48659.8300,5967.7500,65155.7700,Hectarea
Canatlan,40,282865.1900,60908.6400,219691.7200,218409.6600,1282.0600,199.7100,2264.8400,Hectarea
Canelas,     C,14799.0000,2005.0000,12519.0000,12511.0000,8.0000,0.0000,275.0000,Hectarea
Coneto de Comonfort,8,56811.0000,6732.0000,49862.0000,49417.5000,444.5000,129.0000,217.0000,Hectarea
Cuencame,28,228196.0500,34598.0000,188835.1500,187157.0500,1678.1000,212.0000,4762.9000,Hectarea
Durango,122,563248.7100,54262.0600,501755.1200,495994.1800,5760.9400,928.3200,7231.5300,Hectarea
General Simon Bolivar,21,147331.8600,25159.2800,121109.7500,120366.4400,743.3100,124.0000,1062.8300,Hectarea
Gomez Palacio,98,51206.8400,29167.0100,20989.8600,18901.6200,2088.2400,91.9300,1049.9700,Hectarea
Guadalupe Victoria,10,123853.1100,51757.6100,70246.4700,68277.8500,1968.6200,0.0000,1849.0300,Hectarea
Guanacevi,40,404988.0700,12251.1500,392246.2400,388752.8700,3493.3700,605.2000,490.6800,Hectarea
Hidalgo,18,192991.0000,32842.0000,159027.0000,158263.0000,764.0000,0.0000,1122.0000,Hectarea
Inde,12,137876.0000,39783.0000,96889.0000,96040.0000,849.0000,137.0000,1204.0000,Hectarea
Lerdo,31,154322.0000,24555.0000,128730.0000,126652.0000,2078.0000,148.5000,1037.0000,Hectarea
Mapimi,78,347164.2800,39500.0300,305670.7000,303987.5000,1683.2000,379.1800,1993.5600,Hectarea
Mezquital,22,368462.9900,966.3500,366858.6400,364153.8400,2704.8000,15.0000,638.0000,Hectarea
Nazas,24,179666.0200,10893.3000,167684.5300,166398.8900,1285.6400,215.0000,1088.1900,Hectarea
Nombre de Dios,19,75109.2900,23654.0800,50863.7600,50226.1600,637.6000,128.0000,591.4500,Hectarea
Ocampo,24,229192.5700,15848.0600,212270.9200,211091.6300,1179.2900,99.0400,1073.5900,Hectarea
El Oro,25,276909.8100,32789.3900,243032.4200,242006.3300,1026.0900,113.0000,1088.0000,Hectarea
Otaez,14,149336.0000,10999.0000,135725.0000,135470.0000,255.0000,29.0000,2612.0000,Hectarea
Panuco de Coronado,17,48393.8300,20689.3600,27401.0300,27174.2700,226.7600,59.6800,303.4400,Hectarea
Peñon Blanco,5,44312.6200,10141.1600,33636.9000,32674.8700,962.0300,436.5000,534.5600,Hectarea
Poanas,20,70487.8800,29155.9300,40245.5100,39921.4000,324.1100,38.0000,1086.4400,Hectarea
Pueblo Nuevo,24,641594.0200,1846.7000,635383.8500,632406.2200,2977.6300,34.0000,4363.4700,Hectarea
Rodeo,29,152586.2700,11883.7000,139574.0100,138651.1700,922.8400,7.8900,1128.5600,Hectarea
San Bernardo,24,147588.0000,10784.0000,136493.0000,135020.0000,1473.0000,112.0000,311.0000,Hectarea
San Dimas,49,391535.9000,2980.9400,382293.1700,381023.0500,1270.1200,85.0000,6261.7900,Hectarea
San Juan de Guadalupe,21,201136.0000,15458.1700,185308.8300,184522.7100,786.1200,163.1200,369.0000,Hectarea
San Juan del Rio,22,95610.4000,22050.6200,72689.9200,72322.5500,367.3700,36.4300,869.8600,Hectarea
San Luis del Cordero,     C,35099.0000,7737.0000,26890.0000,26532.0000,358.0000,0.0000,472.0000,Hectarea
San Pedro del Gallo,11,83753.0000,9424.0000,73864.5000,73729.5000,135.0000,0.0000,464.5000,Hectarea
Santa Clara,6,67992.0000,27019.0000,40686.0000,40331.0000,355.0000,73.0000,287.0000,Hectarea
Santiago Papasquiaro,62,536704.0200,51957.9200,479069.7900,476953.3400,2116.4500,311.0000,5676.3100,Hectarea
Suchil,10,44077.7700,6367.5700,37335.9500,37050.1200,285.8300,2.0000,374.2500,Hectarea
Tamazula,49,527684.3500,663.0000,522537.3500,521418.1200,1119.2300,83.0000,4484.0000,Hectarea
Tepehuanes,26,562954.4400,3221.0000,557600.4400,555103.4400,2497.0000,841.5000,2133.0000,Hectarea
Tlahualilo,57,360464.2600,34372.9000,324203.2900,323227.2000,976.0900,33.0000,1888.0700,Hectarea
Topia,15,88478.6100,5.0000,87720.1100,87399.6100,320.5000,35.0000,753.5000,Hectarea
Vicente Guerrero,9,30246.0900,12433.3400,17297.6700,17153.2200,144.4500,5.9300,515.0800,Hectarea
Nuevo Ideal,29,117261.3800,38998.7200,77034.2900,75921.7400,1112.5500,56.8200,1228.3800,Hectarea
Guanajuato,1543,1327660.8800,681554.5700,602661.8000,557426.6500,45235.1500,2858.9600,43444.5100,Hectarea
Abasolo,47,25825.9800,17717.9900,7417.8100,6638.4100,779.4000,6.7900,690.1900,Hectarea
Acambaro,69,50957.3800,30487.7600,18231.2900,16066.7500,2164.5300,0.6000,2238.3300,Hectarea
San Miguel de Allende,61,55957.0700,22660.5300,32086.6500,29682.1000,2404.5500,123.8000,1209.8900,Hectarea
Apaseo el Alto,28,21866.1700,15102.7100,5821.6200,4346.2900,1475.3400,92.0500,941.8400,Hectarea
Apaseo el Grande,39,27451.0400,18148.8900,8150.5000,7033.9500,1116.5500,27.5000,1151.6500,Hectarea
Atarjea,12,32635.2300,7137.4700,25328.1400,22887.2500,2440.8900,0.0000,169.6200,Hectarea
Celaya,40,26207.1900,18180.4400,6640.5300,5520.0400,1120.4900,2.5000,1386.2300,Hectarea
Manuel Doblado,33,30135.5100,21523.4800,7122.6500,5746.3400,1376.3100,67.9900,1489.3800,Hectarea
Comonfort,32,32896.0000,17234.0000,14744.0000,13874.0000,870.0000,7.0000,918.0000,Hectarea
Coroneo,     C,3223.0700,1306.4600,1820.1000,1787.9200,32.1800,9.3400,96.5200,Hectarea
Cortazar,23,15626.1200,8502.5800,6481.6000,6089.7000,391.9000,0.0000,641.9400,Hectarea
Cueramaro,15,12059.4400,7852.7300,3763.0800,3172.1800,590.9000,0.0000,443.6300,Hectarea
Doctor Mora,5,3301.3900,2124.7400,909.1300,824.0500,85.0800,8.0000,267.5200,Hectarea
Dolores Hidalgo Cuna de la Independencia Nal.,60,41454.3200,22648.4700,17352.2200,15189.9000,2162.3200,224.1600,1453.6200,Hectarea
Guanajuato,29,31790.7200,8082.3300,22885.7600,21964.4200,921.3400,151.7000,822.6300,Hectarea
Huanimaro,20,7450.6900,5841.1200,1331.0100,1047.7900,283.2200,20.0000,278.5600,Hectarea
Irapuato,80,58124.9000,38779.1700,17319.2100,15268.5100,2050.7000,69.7200,2026.5200,Hectarea
Jaral del Progreso,15,10641.3100,6685.5400,3512.2100,3271.0200,241.1900,0.0000,443.5500,Hectarea
Jerecuaro,42,39962.6600,23138.9800,14797.0300,13338.1300,1458.9000,19.5100,2026.6600,Hectarea
Leon,50,35087.1400,22548.0900,10855.7000,9637.2100,1218.4900,147.0200,1683.3500,Hectarea
Moroleon,8,2454.0000,1464.0000,972.7500,949.7500,23.0000,0.0000,17.2500,Hectarea
Ocampo,16,21938.6900,11621.0700,9028.0300,8737.3000,290.7300,65.4600,1289.5900,Hectarea
Penjamo,151,68867.7600,46057.8500,20545.2800,18583.8700,1961.4100,21.5800,2264.6300,Hectarea
Pueblo Nuevo,6,2645.4800,1935.4500,551.5700,439.6700,111.9000,6.6600,158.4600,Hectarea
Purisima del Rincon,11,8180.2600,5637.4800,2145.2500,1943.9400,201.3100,0.0000,397.5200,Hectarea
Romita,47,25411.1300,21415.0400,3179.0500,2476.5800,702.4700,70.8200,817.0400,Hectarea
Salamanca,54,29296.3900,21426.5300,6460.8800,5397.3900,1063.4900,17.1700,1408.9900,Hectarea
Salvatierra,58,41378.7600,28837.6700,10421.1900,8887.8600,1533.3300,0.0000,2119.9000,Hectarea
San Diego de la Union,34,45371.0000,14486.0000,30117.0000,28496.0000,1621.0000,370.0000,768.0000,Hectarea
San Felipe,81,153357.0300,47449.1100,101267.1600,98501.1700,2765.9900,227.2900,4640.7500,Hectarea
San Francisco del Rincon,26,16093.0300,12953.0300,2087.5100,1419.6600,667.8500,3.0000,1052.4900,Hectarea
San Jose Iturbide,3,11042.9100,2793.1500,7924.5400,7363.1300,561.4100,2.0100,325.2200,Hectarea
San Luis de la Paz,24,43147.4100,9947.8400,32759.5200,31593.3600,1166.1600,25.5300,440.0500,Hectarea
Santa Catarina,     C,2492.4400,10.0700,2454.1000,2425.8700,28.2300,0.0000,28.2700,Hectarea
Santa Cruz de Juventino Rosas,26,23554.6900,13993.0700,8576.1800,8037.4400,538.7400,13.0000,985.4500,Hectarea
Santiago Maravatio,9,5340.3500,3701.2100,1429.3600,1271.3900,157.9700,0.0000,209.7800,Hectarea
Silao,64,26179.9000,21459.6600,3401.6200,2770.1900,631.4300,1.9100,1318.6200,Hectarea
Tarandacuao,3,3812.2400,3169.8600,444.2100,332.2100,112.0000,4.3800,198.1700,Hectarea
Tarimoro,14,15066.8200,8644.8300,5868.4700,5663.2800,205.2000,3.6700,553.5100,Hectarea
Tierra Blanca,3,6782.4000,503.5600,6262.3700,6173.2500,89.1200,0.0000,16.4700,Hectarea
Uriangato,9,2656.0400,2060.1100,523.1800,225.8900,297.2900,16.0000,72.7600,Hectarea
Valle de Santiago,98,55634.4400,41759.6600,12141.8400,9964.3000,2177.5400,105.8100,1732.9400,Hectarea
Victoria,15,32932.5800,5475.1400,27096.7600,25131.4800,1965.2800,429.9000,360.6800,Hectarea
Villagran,11,7660.2400,6876.7800,280.3300,42.0000,238.3300,0.0000,503.1300,Hectarea
Xichu,14,80832.9600,10333.9200,70197.7100,68747.7000,1450.0100,408.2400,301.3200,Hectarea
Yuriria,53,32878.6200,21838.9900,9955.7100,8466.0100,1489.7000,88.8200,1083.9200,Hectarea
Guerrero,1259,5006396.8000,2041428.7800,2861558.8800,2773964.7100,87594.1700,2823.8100,103409.1400,Hectarea
Acapulco de Juarez,45,136358.4200,68721.4300,65465.7300,58188.6100,7277.1200,311.5800,2171.2600,Hectarea
Ahuacuotzingo,28,52771.0200,28012.9800,24136.1500,23311.3100,824.8400,2.0200,621.9000,Hectarea
Ajuchitlan del Progreso,39,175259.3200,16551.3500,156751.9600,154023.4600,2728.4900,14.0000,1956.0100,Hectarea
Alcozauca de Guerrero,14,35984.9900,3743.3000,31258.2900,30368.3600,889.9300,0.0000,983.4000,Hectarea
Alpoyeca,5,8183.7200,503.9700,7475.9100,7351.2000,124.7100,0.0000,203.8400,Hectarea
Apaxtla,4,2805.0000,2610.0000,112.0000,48.0000,64.0000,3.0000,83.0000,Hectarea
Arcelia,23,16698.6500,9879.6700,6507.5700,5957.2800,550.3000,0.0000,311.4000,Hectarea
Atenango del Rio,14,41069.2600,8718.0000,31995.2600,31637.7600,357.5000,14.0000,356.0000,Hectarea
Atlamajalcingo del Monte,7,11981.6000,1218.0000,10601.2600,9970.0000,631.2600,0.0000,162.3400,Hectarea
Atlixtac,5,59332.0000,5845.0000,53196.0000,51881.0000,1315.0000,0.0000,291.0000,Hectarea
Atoyac de alvarez,36,144680.4200,41156.2900,102248.0500,100659.5000,1588.5500,16.9900,1276.0900,Hectarea
Ayutla de los Libres,28,84398.6600,29326.7600,53897.7900,52555.3200,1342.4700,0.0000,1174.1200,Hectarea
Azoyu,11,28173.1900,26273.7600,782.6700,412.8200,369.8500,22.8000,1116.7500,Hectarea
Benito Juarez,6,9946.7100,9184.5800,257.6200,0.0000,257.6200,0.0000,504.5100,Hectarea
Buenavista de Cuellar,7,7926.6400,3627.6000,4232.0400,3827.4000,404.6400,32.1200,67.0000,Hectarea
Coahuayutla de Jose Maria Izazaga,35,189063.9900,123905.8500,63409.5800,62171.7800,1237.8000,0.0000,1748.5600,Hectarea
Cocula,16,30704.2700,16543.6900,13608.0400,12489.6200,1118.4300,110.3400,552.5400,Hectarea
Copala,6,20098.2200,15249.1000,3732.1000,3026.4000,705.7000,6.0000,1117.0200,Hectarea
Copalillo,9,51200.0000,9242.0000,41921.0000,41220.0000,701.0000,0.0000,37.0000,Hectarea
Copanatoyac,8,31714.6000,2370.9500,29202.6600,28225.4300,977.2300,0.0000,140.9800,Hectarea
Coyuca de Benitez,32,151219.5900,83677.1000,65236.6300,63144.2000,2092.4400,6.0000,2305.8600,Hectarea
Coyuca de Catalan,56,283625.4000,48387.0000,232159.7000,229337.2000,2822.5000,113.0000,3078.7000,Hectarea
Cuajinicuilapa,11,50866.4000,44357.1100,3392.2700,1518.0000,1874.2700,72.4000,3117.0200,Hectarea
Cualac,     C,24583.0000,12000.0000,11442.0000,11000.0000,442.0000,42.0000,1141.0000,Hectarea
Cuautepec,5,41542.9200,24864.6400,16039.3500,15120.4100,918.9500,0.0000,638.9200,Hectarea
Cuetzala del Progreso,12,22904.3800,10132.7100,12623.7400,11659.5500,964.1900,0.0000,147.9400,Hectarea
Cutzamala de Pinzon,33,79219.1200,63079.7800,14228.2600,12706.2200,1522.0400,0.0000,1911.0800,Hectarea
Chilapa de alvarez,45,50220.4600,10365.1700,39046.1400,36073.7600,2972.3800,0.0000,809.1600,Hectarea
Chilpancingo de los Bravo,31,144926.8100,25092.9400,117682.4500,116172.5900,1509.8600,32.0000,2151.4100,Hectarea
Florencio Villarreal,     C,17258.0400,15570.7300,750.6600,345.7000,404.9600,0.0000,936.6500,Hectarea
General Canuto A. Neri,5,12231.1500,2189.5200,10004.7900,9667.0000,337.7900,0.0000,36.8300,Hectarea
General Heliodoro Castillo,7,242419.8700,47104.5000,190145.1800,188899.3700,1245.8100,0.0000,5170.1900,Hectarea
Huamuxtitlan,8,19495.5700,2486.4300,16805.2000,16304.3200,500.8700,5.0000,203.9400,Hectarea
Huitzuco de los Figueroa,21,100768.4600,14846.7200,85304.1300,83725.6700,1578.4600,27.0000,617.6100,Hectarea
Iguala de la Independencia,15,25152.0700,14957.5800,9054.4300,7920.0200,1134.4100,0.0000,1140.0600,Hectarea
Igualapa,7,21416.4500,17902.3000,3260.0100,3100.3800,159.6400,0.0000,254.1500,Hectarea
Ixcateopan de Cuauhtemoc,     C,7961.0000,1.0000,7934.0000,7748.0000,186.0000,0.0000,26.0000,Hectarea
Jose Azueta,18,140289.2100,125572.0200,12165.6700,10206.7000,1958.9700,0.0000,2551.5200,Hectarea
Juan R. Escudero,11,28436.0800,18403.6800,9353.7200,8711.1000,642.6200,119.0000,678.6900,Hectarea
Leonardo Bravo,16,66928.2600,9751.4400,56888.7400,55629.0700,1259.6600,0.0000,288.0800,Hectarea
Malinaltepec,9,47463.5600,680.0000,46622.4100,44373.3900,2249.0300,50.0000,161.1500,Hectarea
Martir de Cuilapan,11,33303.6800,2159.5400,30928.3900,30772.6200,155.7600,0.0000,215.7600,Hectarea
Metlatonoc,9,61528.1300,10697.4000,44495.3300,40994.6300,3500.7000,825.0000,6335.4100,Hectarea
Mochitlan,26,43780.3100,7560.2100,35978.0500,35668.7800,309.2700,0.0000,242.0600,Hectarea
Olinala ,7,8590.0000,3288.5000,4972.5000,4858.0000,114.5000,2.0000,329.0000,Hectarea
Ometepec,26,48911.6400,45204.2100,2469.7900,933.3700,1536.4300,17.0000,1237.6400,Hectarea
Petatlan,27,179540.6600,153451.2200,21982.1500,20134.0000,1848.1500,88.0000,4107.2800,Hectarea
Pilcaya,6,7796.7300,2859.3000,4744.9100,4139.5400,605.3700,0.0000,192.5300,Hectarea
Pungarabato,10,7610.0000,5774.0000,1511.0000,1253.0000,258.0000,2.0000,325.0000,Hectarea
Quechultenango,26,78469.8800,37473.0000,39618.8600,38060.1900,1558.6700,0.0000,1378.0200,Hectarea
San Luis Acatlan,23,99059.4700,30397.6600,65757.5800,63490.0600,2267.5200,0.0000,2904.2400,Hectarea
San Marcos,33,95546.4400,71142.3200,20911.9400,18922.7600,1989.1800,308.4600,3492.1700,Hectarea
San Miguel Totolapan,8,200547.6100,2329.4200,179179.4200,177408.6900,1770.7300,0.0000,19038.7700,Hectarea
Taxco de Alarcon,23,46140.3300,3622.6100,42362.0300,38787.9500,3574.0800,0.0000,155.7000,Hectarea
Tecoanapa,39,64602.6700,36334.6200,27399.9300,25902.6700,1497.2600,5.1600,868.1200,Hectarea
Tecpan de Galeana,25,213872.0600,150193.3800,60126.8500,58528.3400,1598.5100,0.0000,3551.8300,Hectarea
Teloloapan,27,29090.3500,8163.9100,20643.0600,19791.9400,851.1100,20.0000,283.3900,Hectarea
Tepecoacuilco de Trujano,25,88265.7100,20663.4900,66501.4000,65078.1300,1423.2700,137.3100,1100.8200,Hectarea
Tetipac,5,4262.0400,1488.2200,2680.0400,2505.4300,174.6200,0.0000,93.7700,Hectarea
Tixtla de Guerrero,10,19313.1700,1871.1700,17349.2700,16861.5700,487.7000,0.0000,92.7300,Hectarea
Tlacoachistlahuaca,15,108856.3300,82162.1500,26271.9000,25676.5000,595.4000,87.1000,422.2800,Hectarea
Tlacoapa,     C,27869.0000,1279.0000,26495.0000,26339.5000,155.5000,40.0000,95.0000,Hectarea
Tlalchapa,16,38325.8400,16150.3300,21569.2300,21017.9500,551.2800,0.0000,606.2800,Hectarea
Tlalixtaquilla de Maldonado,5,7422.8400,1573.7800,5816.4100,5563.3600,253.0500,0.0000,32.6500,Hectarea
Tlapa de Comonfort,30,56788.7500,7379.3800,48787.7400,47493.8400,1293.9000,88.0000,621.6300,Hectarea
Tlapehuala,12,18891.0700,9514.6400,8812.2600,8148.1000,664.1600,0.0000,564.1700,Hectarea
La Union de Isidoro Montes de Oca,31,130358.6200,108698.8500,18001.3000,16634.1600,1367.1400,48.0000,3658.4800,Hectarea
Xalpatlahuac,8,9046.1400,2837.0400,6151.9400,5992.0900,159.8500,0.0000,57.1600,Hectarea
Xochihuehuetlan,7,14276.1600,1046.7300,13201.0500,12923.1900,277.8500,0.0000,28.3900,Hectarea
Xochistlahuaca,7,22861.0500,11984.0600,10757.8600,10015.6400,742.2200,19.5400,119.1300,Hectarea
Zapotitlan Tablas,     C,12699.1600,1.5100,12665.4600,12615.6600,49.8000,0.0000,32.1900,Hectarea
Zirandaro,28,142079.0000,94464.0000,44373.0000,42025.0000,2348.0000,55.0000,3242.0000,Hectarea
Zitlala,11,32575.7000,8489.4800,23923.5800,23340.9700,582.6100,0.0000,162.6400,Hectarea
Eduardo Neri,16,106979.2100,10989.7900,95610.2500,94632.8300,977.4200,82.0000,379.1700,Hectarea
Acatepec,     C,81991.3200,45000.0000,36254.6400,35954.6400,300.0000,0.0000,736.6800,Hectarea
Marquelia,3,10775.3600,8008.0000,2459.0200,2164.0000,295.0200,0.0000,308.3400,Hectarea
Cochoapa el Grande,     C,63000.0000,10000.0000,50000.0000,50000.0000,0.0000,0.0000,3000.0000,Hectarea
Jose Joaquin de Herrera,     C,26825.5600,0.0000,26743.1900,26743.1900,0.0000,0.0000,82.3800,Hectarea
Juchitan,     C,25265.4000,12835.2300,11358.4000,10615.1000,743.2900,0.0000,1071.7800,Hectarea
Iliatenco,4,22000.9200,234.0000,21763.0300,21289.4500,473.5900,0.0000,3.8800,Hectarea
Hidalgo,1189,1068219.9400,512757.4400,533416.4400,499562.0900,33854.3500,2877.6500,22046.0500,Hectarea
Acatlan,17,14600.8000,8060.4200,6182.9300,5595.1900,587.7400,8.7300,357.4500,Hectarea
Acaxochitlan,13,4241.4300,2745.1300,1398.5900,1383.7100,14.8800,0.0000,97.7100,Hectarea
Actopan,11,14729.4700,8908.1200,5688.3500,5343.8500,344.5000,0.0000,133.0000,Hectarea
Agua Blanca de Iturbide,10,6223.5800,3739.7100,2420.0700,2404.9000,15.1700,1.5000,63.8000,Hectarea
Ajacuba,8,13058.5800,5642.7500,7258.7500,6942.2500,316.5000,0.0000,157.0800,Hectarea
Alfajayucan,28,20668.4400,7258.4200,12841.0200,12677.2300,163.7900,35.2400,569.0100,Hectarea
Almoloya,13,12059.0000,8337.0000,3313.0000,3047.0000,266.0000,8.0000,409.0000,Hectarea
Apan,15,24726.5500,19319.4300,4354.9300,3813.9900,540.9400,21.4500,1052.1900,Hectarea
El Arenal,8,8141.6500,4088.3900,3843.5800,3484.3100,359.2700,0.0000,209.6800,Hectarea
Atitalaquia,5,4263.9200,2406.9300,1643.8900,1271.7100,372.1800,74.0000,213.0900,Hectarea
