INEGI. IX Censo Ejidal 2007,,,,,,,,,
Superficie de uso comun sin vegetacion,,,,,,,cuadro 11,,
por entidad federativa y municipio,,,,,,,,,
entidad_federativa_y_municipio,ejidos_y_comunidades_con_superficie_de_uso_comun_sin_vegetacion,superficie_sin_vegetacion_(ha),superficies_sin_vegetacion_(ha)_arenales_o_pedregales,superficies_sin_vegetacion_(ha)_ensalitradas,superficies_sin_vegetacion_(ha)_erosionadas,superficies_sin_vegetacion_(ha)_cubiertas_por_agua,superficies_sin_vegetacion_(ha)_otras_superficies,ensalitradas,unidad_de_medida
Santa Cruz Itundujia,1,450.0000,0.0000,0.0000,0.0000,450.0000,0.0000,0.0000,Hectarea
Santa Cruz Mixtepec,3,23.4900,0.5000,0.0000,5.3800,0.0000,17.6100,0.0000,Hectarea
Santa Cruz Nundaco,1,151.4800,0.0000,0.0000,1.0000,0.0000,150.4800,0.0000,Hectarea
Santa Cruz Papalutla,1,38.3300,5.0000,0.0000,0.0000,0.0000,33.3300,0.0000,Hectarea
Santa Cruz Tacache de Mina,1,164.5000,62.5000,3.0000,0.0000,0.0000,99.0000,3.0000,Hectarea
Santa Cruz Tacahua,1,1.9300,1.0000,0.5000,0.0000,0.0000,0.4300,0.5000,Hectarea
Santa Cruz Xoxocotlan,1,201.0800,193.4400,0.0000,7.6400,0.0000,0.0000,0.0000,Hectarea
Santa Cruz Zenzontepec,1,606.4300,0.0000,0.0000,477.0000,0.0000,129.4300,0.0000,Hectarea
Santa Gertrudis,1,5.2600,0.0000,0.0000,0.0000,0.0000,5.2600,0.0000,Hectarea
Santa Ines del Monte,1,113.3200,12.0000,0.0000,0.0000,0.0000,101.3200,0.0000,Hectarea
Santa Lucia del Camino,1,5.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,Hectarea
Santa Lucia Monteverde,1,7.9800,5.0000,0.0000,0.0000,0.0000,2.9800,0.0000,Hectarea
Santa Maria Alotepec,2,176.6400,128.0000,0.0000,0.0000,5.0000,43.6400,0.0000,Hectarea
Santa Maria Apazco,1,3273.3600,1150.0000,0.0000,313.0000,0.0000,1810.3600,0.0000,Hectarea
Heroica Ciudad de Tlaxiaco,4,853.6200,364.8500,15.0000,17.0400,320.8500,135.8800,15.0000,Hectarea
Ayoquezco de Aldama,1,18.1400,13.6000,0.0000,4.5300,0.0000,0.0000,0.0000,Hectarea
Santa Maria Atzompa,1,174.2200,21.7900,0.0000,16.3700,0.0000,136.0500,0.0000,Hectarea
Santa Maria Camotlan,1,1833.1500,700.0000,0.0000,200.0000,0.0000,933.1500,0.0000,Hectarea
Santa Maria Colotepec,1,160.0000,10.0000,0.0000,0.0000,0.0000,150.0000,0.0000,Hectarea
Santa Maria Coyotepec,1,390.3500,100.0000,0.0000,20.0000,0.0000,270.3500,0.0000,Hectarea
Santa Maria Chachoapam,1,19.7300,0.0000,0.0000,19.7300,0.0000,0.0000,0.0000,Hectarea
Villa de Chilapa de Diaz,2,2199.2700,20.0000,10.0000,100.0000,0.0000,2069.2700,10.0000,Hectarea
Santa Maria Chilchotla,1,1.0900,1.0000,0.0000,0.0000,0.0000,0.0900,0.0000,Hectarea
Santa Maria Chimalapa,3,17792.2800,414.6300,1.0000,120.0000,12088.3700,5168.2800,1.0000,Hectarea
Santa Maria del Rosario,1,1269.3300,200.0000,0.0000,300.0000,0.0000,769.3300,0.0000,Hectarea
Santa Maria del Tule,1,5.3100,0.8400,0.0000,0.0000,0.0000,4.4700,0.0000,Hectarea
Santa Maria Ecatepec,2,151.8900,33.0000,0.0000,5.0000,0.0000,113.8900,0.0000,Hectarea
Santa Maria Guelace,1,20.0800,20.0800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santa Maria Guienagati,1,4905.9600,0.0000,0.0000,0.0000,0.0000,4905.9600,0.0000,Hectarea
Santa Maria Ipalapa,1,0.3700,0.0000,0.0000,0.3700,0.0000,0.0000,0.0000,Hectarea
Santa Maria Jacatepec,1,198.7800,0.0000,0.0000,0.0000,198.7800,0.0000,0.0000,Hectarea
Santa Maria Jaltianguis,1,48.1700,4.8200,0.0000,19.2700,24.0800,0.0000,0.0000,Hectarea
Santa Maria Nativitas,1,1573.7100,50.0000,0.0000,1300.0000,0.0000,223.7100,0.0000,Hectarea
Santa Maria Nduayaco,2,250.5000,202.5900,0.0000,44.0000,0.0000,3.9200,0.0000,Hectarea
Santa Maria Peñoles,3,2400.4200,13.6300,0.0000,36.1500,0.0000,2350.6400,0.0000,Hectarea
Santa Maria Petapa,1,6677.2600,329.4200,0.0000,164.7100,0.0000,6183.1300,0.0000,Hectarea
Santa Maria Sola,1,0.7500,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santa Maria Tataltepec,1,906.7800,150.0000,0.0000,100.0000,0.0000,656.7800,0.0000,Hectarea
Santa Maria Temaxcalapa,1,12.7900,0.0000,0.0000,1.0000,0.0000,11.7900,0.0000,Hectarea
Santa Maria Temaxcaltepec,1,94.4000,0.2500,0.0000,0.0000,20.0000,74.1500,0.0000,Hectarea
Santa Maria Texcatitlan,1,204.5400,8.0000,0.0000,187.0000,0.0000,9.5400,0.0000,Hectarea
Santa Maria Tlahuitoltepec,1,307.6600,200.0000,50.0000,50.0000,0.0000,7.6600,50.0000,Hectarea
Santa Maria Tlalixtac,1,378.5300,300.0000,0.0000,0.0000,0.0000,78.5300,0.0000,Hectarea
Santa Maria Tonameca,1,57.4500,15.0000,5.0000,25.0000,2.0000,10.4500,5.0000,Hectarea
Santa Maria Yalina,1,6.7000,4.7800,0.0000,1.9100,0.0000,0.0000,0.0000,Hectarea
Santa Maria Yolotepec,1,0.6000,0.5900,0.0000,0.0000,0.0000,0.0100,0.0000,Hectarea
Santa Maria Yosoyua,1,1312.0000,0.0000,10.0000,0.0000,0.0000,1302.0000,10.0000,Hectarea
Santa Maria Yucuhiti,1,3.5200,0.5000,0.0000,0.0000,0.0000,3.0200,0.0000,Hectarea
Santa Maria Zacatepec,1,156.6900,150.0000,1.0000,5.0000,0.0000,0.6900,1.0000,Hectarea
Santa Maria Zaniza,1,9.9900,5.0000,0.0000,0.0000,5.0000,0.0000,0.0000,Hectarea
Santa Maria Zoquitlan,1,13098.3600,10000.0000,0.0000,0.0000,0.0000,3098.3600,0.0000,Hectarea
Santiago Amoltepec,1,1153.8500,50.0000,0.0000,0.0000,0.0000,1103.8500,0.0000,Hectarea
Santiago Apoala,1,152.6400,0.0000,0.0000,70.0000,0.0000,82.6400,0.0000,Hectarea
Santiago Astata,1,1605.4100,15.0000,20.0000,0.0000,1109.0000,461.4100,20.0000,Hectarea
Santiago Ayuquililla,2,61.8800,21.0000,0.0000,0.0000,0.0000,40.8800,0.0000,Hectarea
Santiago Cacaloxtepec,1,400.0000,300.0000,0.0000,100.0000,0.0000,0.0000,0.0000,Hectarea
Santiago Camotlan,2,74.3000,1.8200,0.0000,0.0000,0.0000,72.4800,0.0000,Hectarea
Santiago Chazumba,9,2033.6100,889.4000,0.0000,515.6400,0.0000,628.5700,0.0000,Hectarea
Santiago Huajolotitlan,4,28.0000,22.0000,0.0000,6.0000,0.0000,0.0000,0.0000,Hectarea
Santiago Huauclilla,3,329.5400,14.0000,0.0000,203.0000,0.0000,112.5400,0.0000,Hectarea
Santiago Ihuitlan Plumas,2,743.5200,100.0000,0.0000,300.0000,0.0000,343.5200,0.0000,Hectarea
Santiago Jocotepec,1,405.3100,100.0000,0.0000,0.0000,0.0000,305.3100,0.0000,Hectarea
Santiago Juxtlahuaca,6,7141.8900,85.9900,0.0000,32.0100,7004.2900,19.6000,0.0000,Hectarea
Santiago Lachiguiri,1,615.3800,500.0000,0.0000,0.0000,0.0000,115.3800,0.0000,Hectarea
Santiago Lalopa,1,7.2600,0.0000,0.0000,7.2600,0.0000,0.0000,0.0000,Hectarea
Santiago Laollaga,1,39.8300,30.0000,0.0000,0.0000,1.0000,8.8300,0.0000,Hectarea
Santiago Laxopa,3,181.0700,112.0800,0.0000,34.6500,0.0000,34.3400,0.0000,Hectarea
Santiago Matatlan,3,4546.2800,3191.2300,0.0000,5.0000,0.0000,1350.0500,0.0000,Hectarea
Santiago Nacaltepec,5,3598.1500,1558.5300,0.0000,2039.6200,0.0000,0.0000,0.0000,Hectarea
Santiago Nejapilla,1,399.0000,0.0000,0.0000,399.0000,0.0000,0.0000,0.0000,Hectarea
Santiago Nundiche,1,110.0600,0.0000,0.0000,55.7100,0.0000,54.3500,0.0000,Hectarea
Santiago Nuyoo,1,60.6100,0.0000,0.0000,0.0000,25.0000,35.6100,0.0000,Hectarea
Santiago Pinotepa Nacional,5,215.7500,61.3200,113.0300,0.1000,31.9000,9.4000,113.0300,Hectarea
Santiago Suchilquitongo,4,546.7300,205.9600,0.0000,202.0000,0.0000,138.7700,0.0000,Hectarea
Santiago Tamazola,2,51.7400,29.3500,0.0000,0.0000,0.0000,22.3900,0.0000,Hectarea
Villa Tejupam de la Union,1,6829.2100,0.0000,0.0000,0.0000,0.0000,6829.2100,0.0000,Hectarea
Santiago Tenango,1,1332.1800,999.3800,0.0000,332.7900,0.0000,0.0000,0.0000,Hectarea
Santiago Tepetlapa,1,812.5800,325.0300,0.0000,487.5500,0.0000,0.0000,0.0000,Hectarea
Santiago Tetepec,2,426.6700,40.0000,0.0000,0.0000,6.0000,380.6700,0.0000,Hectarea
Santiago Textitlan,1,19.9600,9.9800,0.0000,9.9800,0.0000,0.0000,0.0000,Hectarea
Santiago Tilantongo,1,339.9100,150.0000,0.0000,150.0000,0.0000,39.9100,0.0000,Hectarea
Santiago Tillo,2,190.7900,60.0000,0.0000,5.0000,0.0000,125.7900,0.0000,Hectarea
Santiago Tlazoyaltepec,1,329.6700,201.6400,0.0000,0.0000,0.0000,128.0300,0.0000,Hectarea
Santiago Xanica,2,15.8200,9.5400,0.5300,3.3100,0.0000,2.4500,0.5300,Hectarea
Santiago Xiacui,2,9.0900,0.0000,3.4200,4.7600,0.7600,0.1400,3.4200,Hectarea
Santiago Yosondua,2,1.7700,0.6800,1.0000,0.0900,0.0000,0.0000,1.0000,Hectarea
Nuevo Zoquiapam,1,5.0000,3.0000,0.0000,2.0000,0.0000,0.0000,0.0000,Hectarea
Santo Domingo Ingenio,1,14.8900,7.4500,0.0000,7.4500,0.0000,0.0000,0.0000,Hectarea
Santo Domingo Chihuitan,1,155.8400,77.9200,0.0000,38.9600,0.0000,38.9600,0.0000,Hectarea
Santo Domingo Ixcatlan,1,84.5800,5.0000,0.0000,60.0000,0.0000,19.5800,0.0000,Hectarea
Santo Domingo Nuxaa,1,21.7400,4.0000,0.0000,6.0000,0.0000,11.7400,0.0000,Hectarea
Santo Domingo Petapa,1,25.0600,16.0000,0.0000,2.0000,0.0000,7.0600,0.0000,Hectarea
Santo Domingo Tehuantepec,10,1200.9200,280.1900,69.4000,337.6700,2.4100,511.2500,69.4000,Hectarea
Santo Domingo Tepuxtepec,1,9.9800,5.9900,0.0000,3.9900,0.0000,0.0000,0.0000,Hectarea
Santo Domingo Tlatayapam,1,358.7800,0.0000,0.0000,78.7300,0.0000,280.0500,0.0000,Hectarea
Santo Domingo Tonaltepec,1,2961.5800,0.0000,0.0000,2509.3100,0.0000,452.2600,0.0000,Hectarea
Santo Domingo Xagacia,1,7.9500,5.0000,0.0000,0.0000,0.0000,2.9500,0.0000,Hectarea
Santo Domingo Yanhuitlan,1,1011.9300,300.0000,100.0000,100.0000,0.0000,511.9300,100.0000,Hectarea
Santo Domingo Zanatepec,3,27.1600,6.4800,0.0000,3.8300,4.2000,12.6600,0.0000,Hectarea
Santos Reyes Nopala,2,131.3700,19.4900,57.4700,32.9600,18.4800,2.9700,57.4700,Hectarea
Santos Reyes Papalo,1,7.0000,4.0000,3.0000,0.0000,0.0000,0.0000,3.0000,Hectarea
Santos Reyes Tepejillo,1,705.9000,605.0000,0.0000,100.0000,0.0000,0.9000,0.0000,Hectarea
Santos Reyes Yucuna,1,0.5500,0.5500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santo Tomas Jalieza,1,58.2500,5.0000,0.0000,0.0000,0.0000,53.2500,0.0000,Hectarea
Santo Tomas Mazaltepec,1,357.1400,178.5700,178.5700,0.0000,0.0000,0.0000,178.5700,Hectarea
Santo Tomas Ocotepec,1,59.3600,1.0000,0.0000,2.0000,0.0000,56.3600,0.0000,Hectarea
San Vicente Lachixio,1,95.8300,3.0000,0.0000,0.0000,40.0000,52.8300,0.0000,Hectarea
San Vicente Nuñu,1,6213.0000,30.0000,0.0000,0.0000,0.0000,6183.0000,0.0000,Hectarea
Silacayoapam,7,390.1600,324.0000,17.0000,35.0000,14.0000,0.1600,17.0000,Hectarea
Soledad Etla,1,60.0000,15.0000,15.0000,0.0000,0.0000,30.0000,15.0000,Hectarea
Villa de Tamazulapam del Progreso,1,6550.4000,2000.0000,0.0000,0.0000,0.0000,4550.4000,0.0000,Hectarea
Tataltepec de Valdes,1,969.7000,800.0000,0.0000,0.0000,0.0000,169.7000,0.0000,Hectarea
Teococuilco de Marcos Perez,1,202.0000,50.0000,0.0000,0.0000,0.0000,152.0000,0.0000,Hectarea
Teotitlan del Valle,2,27.7600,8.8800,0.0000,8.8800,10.0000,0.0000,0.0000,Hectarea
Teotongo,1,2800.0000,35.0000,0.0000,40.0000,0.0000,2725.0000,0.0000,Hectarea
Tepelmeme Villa de Morelos,1,5084.6700,2000.0000,1000.0000,1000.0000,0.0000,1084.6700,1000.0000,Hectarea
Tezoatlan de Segura y Luna,9,6485.2000,4347.1300,212.5000,1781.4700,125.0000,19.1000,212.5000,Hectarea
San Jeronimo Tlacochahuaya,3,673.7600,111.6700,0.0000,5.0000,0.0000,557.1000,0.0000,Hectarea
Tlacolula de Matamoros,4,658.4900,621.0000,0.0000,0.0000,0.0000,37.4900,0.0000,Hectarea
Tlacotepec Plumas,1,4305.9400,100.0000,3.0000,1897.0000,0.0000,2305.9400,3.0000,Hectarea
Tlalixtac de Cabrera,1,43.8100,20.0000,0.0000,10.0000,0.0000,13.8100,0.0000,Hectarea
Totontepec Villa de Morelos,5,70.8600,4.1600,20.0000,14.6300,15.0600,17.0100,20.0000,Hectarea
La Trinidad Vista Hermosa,1,255.5400,155.7200,0.0000,99.8200,0.0000,0.0000,0.0000,Hectarea
Valerio Trujano,1,1281.0700,1281.0000,0.0000,0.0000,0.0000,0.0700,0.0000,Hectarea
Villa Diaz Ordaz,3,4520.0600,3728.4900,781.5200,6.9900,3.0600,0.0000,781.5200,Hectarea
Yaxe,1,1118.6800,957.9300,0.0000,0.0000,0.0000,160.7400,0.0000,Hectarea
Magdalena Yodocono de Porfirio Diaz,1,864.0300,6.2000,0.0000,687.6700,0.0000,170.1600,0.0000,Hectarea
Yutanduchi de Guerrero,1,3103.6300,2000.0000,0.0000,0.0000,0.0000,1103.6300,0.0000,Hectarea
Zapotitlan del Rio,2,114.5900,19.9100,0.0000,10.0000,6.9900,77.6900,0.0000,Hectarea
Zapotitlan Lagunas,1,389.1800,0.0000,0.0000,0.0000,0.0000,389.1800,0.0000,Hectarea
Zapotitlan Palmas,1,100.0000,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Santa Ines de Zaragoza,1,270.2500,150.0000,0.0000,100.0000,0.0000,20.2500,0.0000,Hectarea
Zimatlan de alvarez,4,338.6600,81.0000,0.0000,7.0000,0.0000,250.6600,0.0000,Hectarea
Puebla,407,73172.0600,34999.3100,8448.7600,3705.6700,5198.5000,20819.8100,8448.7600,Hectarea
Acajete,4,510.3600,309.4500,0.0000,37.2300,0.0000,163.6800,0.0000,Hectarea
Acatlan,4,3004.0000,336.0000,0.0000,33.0000,28.0000,2607.0000,0.0000,Hectarea
Acatzingo,4,298.1700,68.8100,200.0000,0.0000,0.0000,29.3600,200.0000,Hectarea
Acteopan,2,812.3700,807.5800,0.0000,4.8000,0.0000,0.0000,0.0000,Hectarea
Ahuazotepec,1,10.0000,0.0000,0.0000,0.0000,10.0000,0.0000,0.0000,Hectarea
Ajalpan,6,4916.2800,418.4300,148.6300,203.6200,4123.1700,22.4200,148.6300,Hectarea
Albino Zertuche,1,315.0000,100.0000,215.0000,0.0000,0.0000,0.0000,215.0000,Hectarea
Aljojuca,1,3.4400,3.4400,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Altepexi,2,113.9800,97.7600,0.0000,16.2200,0.0000,0.0000,0.0000,Hectarea
Amozoc,2,61.0400,15.8400,0.0000,0.0000,0.0000,45.2000,0.0000,Hectarea
Atexcal,2,3809.7700,800.0000,3000.0000,0.0000,0.0000,9.7700,3000.0000,Hectarea
Atlixco,7,387.7700,200.9400,0.0000,5.8600,0.0000,180.9700,0.0000,Hectarea
Atzitzihuacan,2,84.6500,0.0000,0.0000,57.1500,0.0000,27.5000,0.0000,Hectarea
Atzitzintla,2,47.5100,40.1100,0.0000,7.4000,0.0000,0.0000,0.0000,Hectarea
Ayotoxco de Guerrero,1,0.2200,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Calpan,1,7.1600,7.1600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Caltepec,3,187.3300,187.2600,0.0000,0.0000,0.0000,0.0700,0.0000,Hectarea
Cohuecan,1,9.6600,9.6600,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Coxcatlan,1,585.6800,585.6800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Coyomeapan,2,750.0000,225.0000,0.0000,525.0000,0.0000,0.0000,0.0000,Hectarea
Coyotepec,1,96.3700,0.0000,0.0000,0.0000,0.0000,96.3700,0.0000,Hectarea
Cuautinchan,2,16.3800,0.0000,0.0000,16.3800,0.0000,0.0000,0.0000,Hectarea
Cuyoaco,2,185.7500,185.7500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Chalchicomula de Sesma,14,911.9800,877.9600,1.7800,3.0000,0.0000,29.2300,1.7800,Hectarea
Chiautla,3,575.0200,9.6900,0.0000,0.0000,0.0000,565.3200,0.0000,Hectarea
Chiautzingo,2,65.5000,0.0000,0.0000,65.5000,0.0000,0.0000,0.0000,Hectarea
Chietla,10,885.7200,279.1800,75.6900,49.0100,26.5000,455.3400,75.6900,Hectarea
Chignahuapan,12,330.3300,280.5000,1.0000,43.7900,0.0000,5.0400,1.0000,Hectarea
Chignautla,2,2805.2000,2298.4400,2.0000,7.6600,0.0000,497.1000,2.0000,Hectarea
Chila,1,160.0000,0.0000,0.0000,0.0000,0.0000,160.0000,0.0000,Hectarea
Chinantla,2,388.8400,15.0000,0.0000,0.0000,0.0000,373.8400,0.0000,Hectarea
Eloxochitlan,1,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Epatlan,1,16.0000,16.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Esperanza,2,143.8700,143.8700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
General Felipe angeles,3,436.3300,435.7300,0.0000,0.0000,0.0000,0.6000,0.0000,Hectarea
Guadalupe,1,988.0000,988.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Guadalupe Victoria,8,888.0300,841.0500,0.0000,42.1700,4.8100,0.0000,0.0000,Hectarea
Huaquechula,9,1267.3100,60.1000,30.0000,0.0000,2.0000,1175.2000,30.0000,Hectarea
Huatlatlauca,3,482.5000,25.0000,0.0000,0.0000,0.0000,457.5000,0.0000,Hectarea
Huauchinango,2,12.5400,0.0000,0.0000,0.0000,3.5300,9.0100,0.0000,Hectarea
Huejotzingo,1,2.2600,0.0000,0.0000,0.0000,0.0000,2.2600,0.0000,Hectarea
Hueytamalco,1,4.7700,4.7700,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Hueytlalpan,1,12.0000,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ixcamilpa de Guerrero,1,423.7700,100.0000,200.0000,0.0000,0.0000,123.7700,200.0000,Hectarea
Ixcaquixtla,1,43.4100,43.4100,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ixtacamaxtitlan,17,1496.7900,831.6700,60.0000,554.5600,25.3200,25.2400,60.0000,Hectarea
Izucar de Matamoros,13,3282.0500,789.4100,0.0000,59.1900,0.0000,2433.4500,0.0000,Hectarea
Jolalpan,2,24.5500,0.0000,4.6600,16.9800,0.0000,2.9200,4.6600,Hectarea
Jonotla,2,34.0300,17.4900,1.0000,13.5300,0.0000,2.0000,1.0000,Hectarea
Juan N. Mendez,1,157.0000,0.0000,0.0000,0.0000,0.0000,157.0000,0.0000,Hectarea
Lafragua,1,44.0000,44.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Libres,2,80.0000,0.0000,0.0000,80.0000,0.0000,0.0000,0.0000,Hectarea
La Magdalena Tlatlauquitepec,1,57.0500,57.0500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Mazapiltepec de Juarez,1,18.0000,8.0000,10.0000,0.0000,0.0000,0.0000,10.0000,Hectarea
Mixtla,1,79.0000,79.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Molcaxac,3,761.0000,686.9700,0.0000,0.0000,0.0000,74.0200,0.0000,Hectarea
Cañada Morelos,3,176.0300,152.0000,3.0000,21.0000,0.0000,0.0300,3.0000,Hectarea
Nicolas Bravo,2,106.6300,76.8600,27.4100,0.0000,0.0000,2.3600,27.4100,Hectarea
Ocotepec,1,3.5500,3.5500,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Ocoyucan,4,209.8700,79.3600,0.0000,0.0000,68.7500,61.7600,0.0000,Hectarea
Oriental,6,3640.1000,850.6300,2499.0800,0.0000,173.0000,117.3900,2499.0800,Hectarea
Pahuatlan,1,43.1600,40.0000,0.0000,0.0000,0.0000,3.1600,0.0000,Hectarea
Palmar de Bravo,11,1360.6700,666.8400,0.0000,8.5000,15.8400,669.5000,0.0000,Hectarea
Petlalcingo,4,1863.3600,244.8700,0.0000,0.0000,0.0000,1618.4900,0.0000,Hectarea
Piaxtla,2,1679.4300,9.3800,50.0000,0.0000,100.1300,1519.9100,50.0000,Hectarea
Puebla,10,1246.9700,1119.8300,0.0000,62.4500,5.8700,58.8200,0.0000,Hectarea
Quecholac,6,1322.0400,1180.1300,0.0000,15.0000,0.0000,126.9000,0.0000,Hectarea
Los Reyes de Juarez,2,97.0000,94.0000,3.0000,0.0000,0.0000,0.0000,3.0000,Hectarea
San Andres Cholula,1,4.2400,0.0000,0.0000,0.0000,0.0000,4.2400,0.0000,Hectarea
San Antonio Cañada,2,130.1800,127.8700,0.0000,0.9600,0.0000,1.3500,0.0000,Hectarea
San Diego la Mesa Tochimiltzingo,3,489.8400,339.0200,0.0000,0.0000,0.0000,150.8200,0.0000,Hectarea
San Gabriel Chilac,2,1357.4400,1351.4600,0.0000,0.0000,0.0000,5.9800,0.0000,Hectarea
San Jeronimo Tecuanipan,1,189.5700,189.0000,0.0000,0.0000,0.0000,0.5700,0.0000,Hectarea
San Jeronimo Xayacatlan,1,454.3800,0.0000,0.0000,0.0000,0.0000,454.3800,0.0000,Hectarea
San Jose Chiapa,3,278.5400,1.0000,277.5400,0.0000,0.0000,0.0000,277.5400,Hectarea
San Jose Miahuatlan,6,711.6200,216.4900,15.2800,204.8700,0.0000,274.9800,15.2800,Hectarea
San Juan Atenco,4,466.1900,453.2100,0.0000,0.0000,0.0000,12.9800,0.0000,Hectarea
San Martin Texmelucan,2,9.1200,0.0000,0.0000,2.0900,0.0000,7.0300,0.0000,Hectarea
San Matias Tlalancaleca,2,61.8900,5.0000,0.0000,0.0000,0.0000,56.8900,0.0000,Hectarea
San Miguel Xoxtla,1,0.1200,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000,Hectarea
San Nicolas Buenos Aires,1,440.9100,0.0000,440.9100,0.0000,0.0000,0.0000,440.9100,Hectarea
San Nicolas de los Ranchos,1,60.0000,60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
San Pablo Anicano,4,179.8300,178.8600,0.0000,0.0000,0.0000,0.9700,0.0000,Hectarea
San Pedro Yeloixtlahuaca,1,4.9500,0.0200,4.9300,0.0000,0.0000,0.0000,4.9300,Hectarea
San Sebastian Tlacotepec,1,0.1800,0.1500,0.0000,0.0000,0.0300,0.0000,0.0000,Hectarea
Santa Ines Ahuatempan,1,100.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,Hectarea
Santiago Miahuatlan,3,630.9100,43.2400,4.9500,0.0000,0.0000,582.7300,4.9500,Hectarea
Huehuetlan el Grande,2,152.0000,96.0000,10.0000,46.0000,0.0000,0.0000,10.0000,Hectarea
Tecali de Herrera,6,237.5000,231.3000,0.0000,1.2000,5.0000,0.0000,0.0000,Hectarea
Tecamachalco,2,36.9000,36.9000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tecomatlan,3,446.9700,446.5200,0.0000,0.0000,0.4400,0.0000,0.0000,Hectarea
Tehuacan,8,3439.0700,1231.6000,0.0000,375.5500,0.0000,1831.9200,0.0000,Hectarea
Tenampulco,2,54.2900,48.8700,0.0000,0.0000,2.0000,3.4200,0.0000,Hectarea
Teopantlan,2,244.7800,154.8600,0.0000,89.9200,0.0000,0.0000,0.0000,Hectarea
Teotlalco,2,57.8400,19.0600,33.9300,4.8500,0.0000,0.0000,33.9300,Hectarea
Tepanco de Lopez,3,2116.8800,2039.7000,0.0000,40.0000,0.0000,37.1800,0.0000,Hectarea
Tepeaca,7,250.6000,186.9200,0.0000,27.1400,0.0000,36.5400,0.0000,Hectarea
Tepemaxalco,2,135.1400,14.0000,2.0000,4.0000,0.0000,115.1400,2.0000,Hectarea
Tepeojuma,2,41.7300,30.0000,0.0000,0.0000,0.0000,11.7300,0.0000,Hectarea
Tepetzintla,1,250.0000,250.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tepexco,2,449.2800,449.2800,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tepeyahualco,12,3808.8200,1778.0200,1053.7400,370.1600,0.0000,606.9000,1053.7400,Hectarea
Tetela de Ocampo,2,6.5400,6.5000,0.0000,0.0000,0.0000,0.0400,0.0000,Hectarea
Teziutlan,2,6.2800,6.0500,0.0000,0.0000,0.0000,0.2400,0.0000,Hectarea
Tianguismanalco,4,503.0000,453.0000,50.0000,0.0000,0.0000,0.0000,50.0000,Hectarea
Tilapa,4,714.2100,185.9400,11.5500,4.0000,0.0000,512.7200,11.5500,Hectarea
Tlacotepec de Benito Juarez,7,1512.9400,1512.7500,0.0000,0.0000,0.0000,0.2000,0.0000,Hectarea
Tlacuilotepec,1,1.4200,1.0000,0.0000,0.0000,0.0000,0.4200,0.0000,Hectarea
Tlachichuca,9,660.6500,524.4400,0.0000,0.0000,0.0000,136.2100,0.0000,Hectarea
Tlahuapan,5,182.9400,25.1700,0.0000,5.5000,21.2100,131.0600,0.0000,Hectarea
Tlanepantla,1,39.0100,39.0100,0.0000,0.0000,0.0000,0.0000,0.0000,Hectarea
Tlapanala,3,129.5900,123.1900,6.3900,0.0000,0.0000,0.0000,6.3900,Hectarea
Tochimilco,4,1130.5100,1084.1800,0.0000,0.0000,0.0000,46.3300,0.0000,Hectarea
Tochtepec,2,69.9000,19.4200,0.0000,0.0000,0.0000,50.4900,0.0000,Hectarea
Tulcingo,1,332.5300,332.4800,0.0000,0.0000,0.0600,0.0000,0.0000,Hectarea
Tzicatlacoyan,4,46.3400,8.4500,0.0000,37.8900,0.0000,0.0000,0.0000,Hectarea
Venustiano Carranza,2,5.8600,0.0000,0.0000,0.0000,0.0000,5.8600,0.0000,Hectarea
Vicente Guerrero,3,487.3900,401.9000,0.0000,85.4900,0.0000,0.0000,0.0000,Hectarea
